Age,Gender,City,Account Type,Account Balance,Account Balance After Transaction,Credit Limit,Credit Card Balance
30,Other,Indianapolis,Savings,6145.25,7970.7,2747.87,3253.4
39,Female,Milwaukee,Savings,3933.69,3589.56,8234.94,3496.53
65,Male,Boston,Savings,378.54,-4406.92,3522.65,2676.94
25,Male,Tucson,Savings,9024.47,11514.86,8198.32,4621.51
41,Male,San Jose,Current,9858.09,10537.49,5221.32,1733.44
43,Other,Jacksonville,Savings,8097.09,7096.78,5319.75,1300.29
65,Female,Las Vegas,Savings,9158.89,8922.54,4441.96,3278.37
58,Other,Jacksonville,Savings,1297.48,4849.66,3221.81,812.9
58,Other,Milwaukee,Savings,1373.88,-2149.55,7183.24,2886.17
20,Female,San Jose,Current,8808.1,11824.6,5530.39,1616.43
24,Female,Chicago,Savings,669.31,3405.35,1079.86,686.57
69,Other,Fresno,Savings,1022.71,2936.35,3894.17,1582.32
67,Female,Louisville,Savings,8186.79,3433.13,7896.26,1012.71
19,Other,Denver,Savings,5614.05,1609.45,3659.06,3147.46
50,Male,El Paso,Savings,3978.1,-560.93,7166.85,258.57
29,Female,Albuquerque,Current,5579.14,4013.96,2826.53,4091.68
65,Male,San Jose,Savings,8799.6,13691.24,7810.26,2921.21
29,Female,Tucson,Savings,7595.61,6760.51,4849.47,4285.36
27,Other,Fresno,Savings,6946.91,7237.71,1071.71,801.36
58,Other,Tucson,Savings,9771.17,11377.17,6846.75,2361.14
44,Other,Phoenix,Current,5260.94,6275.36,6186.46,3339.71
35,Other,Chicago,Current,162.61,-2429.83,6130.19,729.14
21,Other,San Antonio,Current,4347.43,2589.94,9567.03,69.73
57,Other,Las Vegas,Savings,1056.06,1923.07,4365.03,4715.07
40,Female,Washington,Current,1252.89,5475.74,9104.7,3903.75
38,Female,El Paso,Savings,2623.52,78.75,1020.5,3911.04
53,Male,Baltimore,Current,3875.54,3318.99,9664.28,4602.61
47,Female,Seattle,Current,4867.84,4481.93,5966.34,2890.61
65,Female,Albuquerque,Current,1781.22,3703.29,5586.58,3207.79
38,Male,San Antonio,Current,3186.03,-1354.8,9022.15,1044.91
40,Male,Tucson,Savings,2837.74,292.82,6725.5,2351.91
38,Other,Phoenix,Current,3715.95,3011.66,5693.91,787.96
25,Male,Louisville,Current,1169.11,-71.59,4458.92,494.25
56,Male,San Diego,Savings,4033.68,3776.78,6932.66,1276.63
30,Female,Charlotte,Current,5588.07,1427.19,1478.2,2297.57
57,Other,Houston,Current,1059.79,5790.59,3230.41,3191.22
39,Male,Fresno,Current,5255.63,4857.34,1907.6,2521.64
24,Other,Phoenix,Savings,7583.54,6710.36,5550.17,4472.27
41,Other,Tucson,Savings,181.57,1045.2,1867.84,1634.2
22,Male,Phoenix,Current,570.53,-3449.96,8302.15,4234.06
67,Male,Kansas City,Current,4718.1,520.13,3621.87,2178.6
43,Male,Fresno,Savings,8740.5,10842.68,6602.03,690.14
68,Male,Detroit,Savings,9978.11,5131.15,4004.07,4329.2
27,Other,New York,Current,1024.6,-280.19,7294.78,2446.54
28,Female,Houston,Savings,281.59,2911.94,4183.2,700.15
57,Other,Colorado Springs,Current,2364.82,7346.3,4413.87,940.79
55,Other,Detroit,Savings,4727.96,8865.21,5320.64,360.9
28,Other,Tucson,Savings,5760.78,3319.73,3912.19,3221.11
65,Male,Tucson,Current,9737.5,9185.96,2534.67,1815.75
47,Male,San Diego,Current,8895.79,13418.51,4932.53,4832.09
21,Female,Oklahoma City,Current,5664.78,8379.99,6972.09,2692.17
19,Female,Indianapolis,Savings,3680.97,2132.32,3935.36,1227.24
30,Female,Nashville,Current,3280.84,1019.26,8286.68,2944.5
56,Other,Detroit,Current,5768.98,4207.45,8386.74,4883.54
34,Female,El Paso,Savings,7241.39,4481.62,2877.71,115.66
40,Other,Seattle,Savings,4868.49,3496.54,3429.35,849.19
62,Male,Milwaukee,Current,3113.55,878.09,1020.85,4640.78
27,Other,Fort Worth,Savings,6170.34,8307.38,4174.43,122.79
30,Male,New York,Current,5623.63,8707.82,9215.18,4816.74
59,Male,Dallas,Savings,4330.95,4250.26,8041.02,3139.12
56,Female,Chicago,Savings,7508.72,4510.95,9644.16,1158.37
59,Male,Detroit,Savings,2893.99,-75.65,2928.09,448.42
46,Female,Dallas,Savings,4900.76,6868.28,6150.72,520.67
33,Female,Indianapolis,Current,9409.36,10651.39,4282.47,4188.76
20,Female,Las Vegas,Savings,7256.0,3058.14,6542.91,4107.15
53,Other,Columbus,Current,3940.92,5671.39,7696.77,4169.32
21,Female,Chicago,Savings,5507.16,3941.63,1854.48,4803.22
53,Female,Fresno,Current,4114.27,6435.47,1790.35,1952.96
33,Male,Tucson,Current,1214.23,2611.4,1979.23,4579.2
58,Other,Las Vegas,Savings,3415.88,7571.39,3527.27,807.52
23,Female,Dallas,Current,8618.39,11447.48,7702.68,4696.0
59,Female,San Jose,Current,4665.9,891.55,6747.29,1218.26
45,Female,Los Angeles,Current,5887.91,2158.45,3702.78,2040.03
53,Male,San Antonio,Current,1896.32,-2046.83,8704.46,2576.78
40,Male,Nashville,Current,3626.69,-720.65,7557.61,4015.91
29,Male,Denver,Current,9299.13,4701.0,9755.52,1946.42
59,Female,Boston,Savings,3211.03,1286.82,7170.72,1707.8
48,Female,Washington,Current,2580.55,4804.7,7454.79,4913.89
29,Female,Austin,Current,653.41,393.62,8410.37,372.91
49,Female,Tucson,Current,1062.59,5691.86,9329.14,127.95
42,Female,Albuquerque,Savings,5889.41,8829.26,3496.15,283.46
68,Male,Nashville,Savings,6634.32,10198.77,6813.4,4570.96
46,Female,Colorado Springs,Savings,6451.65,8637.32,4710.76,1163.92
36,Other,Oklahoma City,Current,5444.31,7818.81,3065.18,218.48
39,Female,San Diego,Savings,4960.62,7681.07,2729.1,3643.82
41,Male,Atlanta,Savings,814.2,4793.03,1882.32,3202.16
50,Female,Dallas,Savings,8422.88,11491.59,8635.84,3958.73
53,Other,Boston,Current,5179.5,9237.44,1102.87,2618.6
62,Female,Boston,Savings,1405.96,2497.22,9952.39,885.74
57,Other,Tucson,Savings,1444.91,407.77,9682.14,1453.02
63,Other,Los Angeles,Current,5178.27,4136.27,5776.92,305.98
33,Male,Denver,Current,2521.31,2555.48,7685.04,3519.25
19,Other,Oklahoma City,Savings,9227.45,10130.98,5124.81,3238.35
25,Female,Memphis,Current,5039.59,5642.14,2975.94,3403.09
30,Other,Philadelphia,Savings,9786.34,7512.11,7651.56,4888.21
47,Female,San Francisco,Current,7368.17,8013.1,5035.55,301.03
18,Female,Boston,Savings,8125.92,6040.82,8795.24,325.39
29,Female,Kansas City,Current,3949.9,8947.42,8744.2,3691.94
66,Female,Houston,Current,1426.81,3948.61,9624.7,4863.81
24,Male,Baltimore,Current,6927.99,11551.98,7286.05,2713.58
65,Female,Oklahoma City,Savings,4130.0,7642.52,5431.51,4063.47
31,Male,Chicago,Savings,9493.93,13966.59,6048.22,3046.94
59,Other,El Paso,Savings,2016.96,-1114.69,4229.37,4661.98
52,Female,Seattle,Current,6302.38,2250.01,6934.78,998.1
45,Other,Detroit,Current,8674.01,10194.98,1830.04,1810.53
29,Male,Mesa,Savings,4088.01,2222.18,9924.81,3063.76
57,Female,San Diego,Current,9541.31,4739.61,1568.47,993.1
65,Female,San Francisco,Savings,858.5,2203.49,6423.64,4170.73
41,Male,Milwaukee,Savings,5910.56,8023.21,3615.81,3989.62
18,Other,Atlanta,Savings,7796.13,11055.41,8399.56,3594.73
34,Male,Tucson,Current,2097.89,4065.98,6669.19,3100.53
55,Other,Portland,Savings,672.79,558.27,6466.42,1096.01
45,Other,Houston,Savings,890.99,4854.22,7737.0,4350.0
50,Other,Washington,Savings,3260.37,4945.26,2062.77,2887.85
41,Female,Detroit,Savings,2309.4,1163.35,3805.52,1059.52
64,Male,Albuquerque,Savings,2316.51,4849.28,5552.99,3684.61
62,Female,Las Vegas,Current,4639.36,4587.28,3879.72,158.37
23,Male,Sacramento,Current,940.84,5261.67,1991.41,1090.13
38,Other,Atlanta,Savings,9955.46,8641.32,3786.08,1134.21
62,Female,Albuquerque,Savings,6988.5,11603.01,5125.61,1458.32
21,Female,San Antonio,Savings,399.9,3791.91,2330.13,171.87
50,Female,Tucson,Savings,6949.85,9697.61,6956.48,4212.88
27,Other,Milwaukee,Current,7939.1,11972.31,1653.72,486.76
53,Male,Fort Worth,Current,1988.55,6954.9,9024.45,4145.99
30,Other,Austin,Savings,8418.74,7155.21,4265.91,901.34
53,Female,Las Vegas,Current,6156.47,7938.4,4230.25,4204.89
65,Female,San Diego,Current,8226.47,5799.19,2888.49,145.46
26,Other,Albuquerque,Savings,7195.27,9897.26,5337.32,3922.4
48,Female,Kansas City,Savings,7075.82,4306.5,8489.56,2664.0
21,Female,Washington,Savings,1666.59,4415.96,6280.71,1081.48
37,Male,Fresno,Savings,3226.39,7369.32,8291.44,2032.45
25,Male,Denver,Savings,5280.13,7309.09,9719.07,485.44
44,Male,Oklahoma City,Current,1214.21,1149.46,6627.48,686.25
53,Male,Columbus,Current,4837.08,457.37,2517.91,1835.43
26,Male,Tucson,Current,4508.67,7823.31,3724.8,2062.13
60,Male,Jacksonville,Current,2396.04,1440.53,6952.56,3880.05
41,Female,Indianapolis,Savings,2077.21,1919.5,8038.12,3781.48
54,Female,Houston,Current,2549.0,4134.74,6891.07,1200.57
58,Male,Portland,Savings,6090.56,6721.55,6210.58,919.4
57,Other,Louisville,Current,4208.03,-277.13,9342.6,841.55
47,Male,Indianapolis,Savings,4198.2,2801.65,5468.9,2953.63
43,Female,Tucson,Current,1899.16,-1632.11,6999.91,2902.67
21,Other,Denver,Current,7894.92,11188.29,3811.06,524.65
69,Other,Nashville,Current,7033.76,3461.03,4499.61,1702.01
18,Other,Washington,Savings,4347.84,1692.93,3109.9,4371.92
37,Female,Dallas,Savings,1507.8,-2143.31,8202.27,4711.4
45,Other,Dallas,Current,7175.54,9742.38,2792.29,4859.62
62,Female,Dallas,Savings,8998.56,10892.82,3091.24,3468.11
41,Female,Portland,Current,1864.79,6158.41,1964.64,188.6
45,Male,San Francisco,Current,6066.34,8365.38,7611.33,2425.87
45,Female,San Diego,Savings,4300.66,1456.15,1683.35,1215.96
22,Other,Indianapolis,Savings,967.74,-1362.64,1536.65,4439.84
49,Female,Seattle,Current,7285.69,11165.43,6627.36,211.7
69,Female,Tucson,Current,804.36,3507.73,4379.57,564.75
47,Male,New York,Current,7052.09,4692.9,9343.68,1431.15
38,Male,Fort Worth,Current,2883.41,1586.86,8894.18,3504.29
59,Female,Philadelphia,Current,5700.03,1141.44,5470.88,4680.99
33,Female,Phoenix,Current,1688.49,6005.71,1738.53,1940.87
25,Female,Indianapolis,Current,3771.88,5935.03,5953.18,1708.22
29,Male,Seattle,Savings,1130.49,4432.49,9949.11,3913.52
49,Male,Seattle,Savings,4726.31,2180.83,6943.36,4491.04
42,Other,New York,Savings,2211.58,1322.42,8147.27,437.97
20,Other,Denver,Savings,1960.51,3846.9,4632.06,4930.57
43,Other,San Diego,Savings,1160.81,5428.37,1669.94,2548.71
53,Other,Chicago,Savings,7677.8,11667.02,9458.3,4971.23
34,Male,Boston,Savings,6431.25,5909.82,3966.94,63.6
44,Male,Phoenix,Current,1653.35,2039.2,2361.4,4454.9
69,Female,Omaha,Current,4777.05,9046.1,2398.21,493.53
39,Other,Denver,Savings,6642.76,11140.31,2225.03,3888.99
62,Female,Seattle,Current,8792.88,7314.66,4866.26,1.45
55,Female,Milwaukee,Savings,689.76,-1063.18,8740.36,681.73
52,Male,Tucson,Savings,3687.31,5372.97,2325.22,804.77
63,Female,Seattle,Savings,6197.94,6841.51,7798.35,3035.88
24,Female,Colorado Springs,Savings,254.61,3982.21,1652.23,3469.73
20,Male,Indianapolis,Current,2510.91,4367.64,2084.49,450.17
23,Male,Indianapolis,Savings,7474.52,11657.29,2046.11,2029.46
30,Male,Kansas City,Savings,3621.79,8015.6,5647.73,3508.87
63,Male,San Antonio,Savings,936.5,5501.34,8916.81,4547.73
32,Other,Columbus,Current,6303.29,10394.82,7697.34,947.73
43,Other,Boston,Current,2575.52,-1371.14,8775.58,2123.74
65,Other,Albuquerque,Savings,7046.38,9299.32,8777.11,1140.12
50,Female,Kansas City,Current,9011.73,8867.26,2028.39,184.48
32,Other,Washington,Savings,5325.8,5894.99,5960.03,2279.93
56,Male,Indianapolis,Current,6031.52,8690.59,8100.28,2098.59
58,Other,Memphis,Savings,5192.62,3386.09,9546.47,4107.97
64,Male,Indianapolis,Savings,8192.68,12339.8,7157.24,4452.53
31,Other,Fort Worth,Savings,2492.97,5313.04,8708.76,1766.92
36,Other,San Francisco,Current,4075.28,4578.46,4346.06,3541.44
45,Male,Atlanta,Current,8960.81,6562.94,7353.12,2889.51
41,Male,Portland,Savings,7264.1,3152.5,4333.63,3850.26
67,Female,Boston,Current,3268.85,7585.62,2753.18,731.59
58,Female,San Jose,Current,8343.06,7504.43,1587.26,4064.95
50,Female,San Diego,Savings,2464.36,1953.86,8960.74,3013.58
29,Other,Phoenix,Savings,6378.38,4437.3,1580.59,3837.31
27,Other,Fort Worth,Current,9568.92,9232.0,9997.31,2099.99
24,Male,Chicago,Savings,5789.64,9424.17,5596.33,41.2
63,Male,Sacramento,Current,8014.72,10257.91,5534.43,4589.83
18,Female,Tucson,Savings,7380.76,8379.89,1661.37,3642.37
32,Male,Washington,Savings,8670.64,9191.96,1671.45,3453.78
18,Other,Dallas,Savings,9690.77,14328.26,7463.18,2366.36
62,Male,Seattle,Savings,320.93,545.8,4985.67,219.3
37,Male,Memphis,Savings,375.91,874.32,2598.41,689.08
19,Male,Colorado Springs,Savings,5984.78,4805.94,2822.67,2192.79
20,Male,Portland,Savings,9547.03,9064.62,3085.52,3966.87
53,Male,Mesa,Savings,4908.26,8133.24,8293.51,4449.01
33,Female,San Francisco,Current,8413.82,9512.73,6504.65,2289.07
46,Female,Fresno,Current,7702.29,10107.14,1650.33,4974.91
61,Other,Chicago,Current,5032.7,9335.31,7215.74,4898.98
53,Female,Phoenix,Current,5180.41,1054.8,5678.28,1818.33
61,Male,Columbus,Current,4416.73,5156.49,6217.95,324.09
56,Female,Chicago,Current,2596.77,2144.0,3719.77,2464.43
69,Other,El Paso,Current,8601.25,11925.86,1160.7,4897.42
20,Female,Colorado Springs,Current,2174.74,3234.16,5578.6,1829.15
54,Other,Baltimore,Current,9078.51,5169.06,6356.16,1757.23
61,Other,El Paso,Savings,3661.3,1483.2,6807.3,1520.03
29,Other,Portland,Current,362.32,-418.73,4979.32,4750.24
37,Male,Jacksonville,Current,1766.94,-3104.4,6046.43,941.45
40,Other,Boston,Savings,8889.47,8601.96,5895.77,2176.43
39,Female,San Jose,Current,1371.6,741.37,4326.35,1022.3
49,Female,Indianapolis,Savings,7413.86,11475.92,8271.22,558.69
24,Female,Fresno,Savings,1909.86,-359.04,4898.8,2182.46
39,Other,Atlanta,Current,5039.44,348.56,3135.62,4029.63
61,Other,Washington,Current,2131.55,2705.36,1080.51,38.75
19,Male,San Francisco,Savings,3398.34,4191.69,3585.08,2425.22
31,Other,El Paso,Current,1335.74,1354.84,1931.02,2529.61
33,Female,Mesa,Current,5604.42,4511.01,5510.54,379.97
41,Male,Dallas,Current,3721.67,431.94,4433.08,4891.67
24,Female,Los Angeles,Current,3718.29,7337.71,3259.39,989.13
21,Male,Albuquerque,Savings,481.88,-1673.52,2163.29,4533.11
69,Other,Washington,Savings,1447.67,2741.89,8250.99,1146.52
54,Male,San Jose,Current,7104.55,3520.06,9863.35,2623.13
63,Other,San Diego,Current,2993.97,3865.29,8753.42,4001.12
58,Other,New York,Current,4476.48,638.72,8081.03,4748.95
22,Female,San Francisco,Savings,7654.37,3719.29,5780.81,2007.43
19,Other,Fort Worth,Current,4503.1,2292.14,8520.0,350.49
22,Other,Houston,Current,2333.53,3309.63,5807.16,114.94
20,Other,San Jose,Savings,5543.26,2390.19,3898.2,4369.02
59,Female,Milwaukee,Savings,8031.94,12300.68,3035.52,2393.56
25,Other,San Antonio,Current,6036.45,3384.21,2943.19,749.74
43,Female,El Paso,Savings,4259.79,6570.52,5105.32,2320.7
27,Male,Las Vegas,Current,1343.68,-3552.65,6745.23,1112.2
51,Female,Phoenix,Savings,2562.26,-129.49,2368.34,3497.3
63,Female,Phoenix,Savings,9466.58,9647.32,1109.47,2037.0
53,Other,San Francisco,Savings,7740.9,10256.13,1205.11,3640.69
29,Female,Baltimore,Savings,966.96,3198.86,3774.35,3825.02
37,Male,Dallas,Savings,154.59,1622.19,7486.32,1871.08
46,Female,Philadelphia,Savings,1836.65,243.06,1034.16,3316.01
31,Other,Boston,Current,9444.52,4789.7,5206.02,3868.75
65,Male,Denver,Current,5842.39,5165.74,3676.52,255.21
22,Other,Indianapolis,Savings,8402.73,12225.28,9225.5,965.61
65,Other,Nashville,Savings,4705.73,9218.8,9628.58,4911.46
44,Female,Los Angeles,Current,8283.7,9588.53,4588.6,36.03
21,Other,Jacksonville,Current,435.77,779.17,9795.53,1564.66
46,Male,Indianapolis,Savings,4325.51,2782.85,9739.49,3910.94
20,Male,Atlanta,Savings,3838.19,1668.11,6184.77,1581.54
50,Male,Charlotte,Current,9817.31,14574.92,4468.91,4097.12
47,Male,San Jose,Savings,3074.71,5231.11,1950.3,661.55
53,Female,San Jose,Current,4227.48,3758.12,5982.28,4383.95
26,Male,Albuquerque,Savings,7612.13,6869.16,8513.86,2363.54
18,Female,San Diego,Savings,8819.06,10589.2,4562.82,184.46
65,Other,Seattle,Savings,8796.04,9725.14,5547.78,3116.53
40,Other,Mesa,Savings,4005.66,4317.89,4585.07,1386.29
20,Female,Detroit,Current,9490.69,8606.14,7332.54,3502.11
49,Other,Jacksonville,Current,6569.74,7106.14,5957.63,4513.67
41,Other,Milwaukee,Current,8526.24,7504.78,5625.89,418.24
23,Male,Tucson,Current,9270.14,4287.83,2959.5,1221.34
30,Other,Memphis,Current,2412.64,4645.23,6337.76,1955.57
66,Other,Phoenix,Current,5042.07,8338.48,5452.33,4799.52
32,Female,San Jose,Savings,5919.19,6753.95,7319.45,2027.72
47,Male,New York,Savings,8044.13,12292.1,6690.68,566.4
29,Other,El Paso,Current,4071.54,2729.68,3644.65,1488.21
57,Other,Omaha,Savings,2183.45,7096.08,6668.94,96.59
65,Female,Chicago,Current,7458.02,3272.85,7876.05,955.93
52,Other,Chicago,Current,5964.11,1209.26,6859.76,3048.6
45,Male,San Antonio,Savings,8993.16,5648.33,5497.24,843.9
21,Male,Mesa,Current,6584.8,3290.92,6948.76,4585.82
24,Male,Sacramento,Savings,266.59,-3940.48,5258.61,3566.45
64,Female,Charlotte,Current,9669.85,6090.19,4053.66,3441.12
60,Male,Omaha,Current,5971.8,9006.68,6594.95,2236.14
33,Male,Chicago,Current,5999.18,7796.94,1171.23,3901.68
39,Male,Memphis,Savings,9101.69,10223.8,1835.76,937.23
63,Male,Baltimore,Savings,6671.71,2758.31,2648.41,2217.03
62,Male,Colorado Springs,Savings,4845.28,6781.67,9811.23,4969.11
58,Male,Seattle,Savings,1162.12,846.71,3579.05,1433.78
42,Female,Austin,Current,9625.77,7222.46,5501.21,2025.69
67,Male,Kansas City,Savings,877.03,4168.01,6128.21,1101.68
20,Other,Omaha,Savings,1785.97,1910.93,1116.25,379.17
69,Female,New York,Savings,8213.41,11741.96,1689.9,2017.52
39,Other,Memphis,Savings,4955.01,6086.18,2403.54,726.32
48,Other,Jacksonville,Current,1864.86,2984.42,2960.83,2558.2
54,Male,Louisville,Savings,2933.0,114.22,1654.36,3763.47
39,Other,Milwaukee,Current,9940.74,8247.64,6854.38,4240.67
44,Other,Denver,Savings,5881.8,3623.39,2076.38,840.09
19,Other,Chicago,Savings,4075.97,1505.89,9055.25,4508.18
39,Male,Mesa,Savings,8774.55,13380.46,5528.62,1797.4
34,Male,Charlotte,Savings,4849.0,5881.45,2682.68,2239.43
65,Male,Tucson,Savings,3148.56,821.67,3082.47,2912.4
37,Female,Detroit,Savings,1725.8,-2206.28,6820.91,745.13
41,Male,Indianapolis,Savings,7470.25,8504.03,2016.03,4208.14
62,Male,Mesa,Savings,6002.61,6423.69,1403.05,3946.64
48,Other,Tucson,Savings,1014.3,915.66,8195.49,2364.59
69,Male,Oklahoma City,Current,5957.24,6484.87,5428.53,1587.95
60,Other,San Jose,Savings,1678.56,3058.77,8649.48,2484.76
25,Male,Tucson,Savings,9819.03,11871.22,9553.97,3271.69
22,Male,Phoenix,Savings,2671.12,-301.81,5088.43,3501.67
19,Male,Atlanta,Current,6990.56,7999.01,3730.97,2188.47
21,Male,Columbus,Current,6594.85,7950.63,4332.2,132.76
52,Male,Portland,Savings,6944.38,10442.79,9039.05,3565.13
51,Male,El Paso,Savings,4356.95,8902.9,9986.2,1599.05
20,Male,Columbus,Current,835.88,149.66,4431.48,4394.16
65,Other,Omaha,Current,9802.07,7434.22,9680.91,2108.29
37,Female,Houston,Savings,1996.11,3480.25,5548.6,3978.65
26,Female,Colorado Springs,Current,7720.23,10364.8,1329.84,1836.02
23,Male,Denver,Savings,1461.98,857.52,2823.16,1854.21
64,Female,Houston,Current,2883.85,1521.37,4485.21,3812.82
22,Other,Baltimore,Savings,5642.88,9190.1,4187.14,2697.61
58,Other,Denver,Savings,4193.35,8291.71,8317.87,1281.72
55,Other,Milwaukee,Savings,9586.84,12698.85,8086.81,4197.47
52,Female,Milwaukee,Savings,8492.08,3769.23,2136.4,3149.65
48,Female,Dallas,Savings,9225.72,5957.75,1511.96,3172.25
30,Female,San Jose,Current,6442.9,2707.4,7388.64,3918.93
43,Male,Columbus,Savings,2267.27,473.71,4830.52,3152.47
39,Other,Jacksonville,Current,5233.14,4375.5,2545.15,1290.63
49,Other,Milwaukee,Current,7678.78,4385.97,1777.58,51.64
32,Male,Atlanta,Current,740.71,5336.95,2927.08,3943.33
28,Female,El Paso,Current,8644.86,3735.17,9624.49,4786.85
33,Other,Portland,Savings,6350.37,8606.1,1783.44,3597.05
64,Female,Philadelphia,Current,7263.36,4560.22,5956.82,4130.71
23,Male,Detroit,Current,6973.52,8536.48,1235.68,4318.9
63,Female,Los Angeles,Current,8492.85,5127.0,9130.46,1264.63
28,Male,San Jose,Savings,966.46,4794.91,5607.76,1784.36
69,Female,Denver,Savings,3832.74,4048.31,9436.71,3669.93
27,Male,New York,Current,5075.9,9310.58,3922.0,2197.26
33,Other,Omaha,Current,5511.31,2937.46,4646.98,3184.32
29,Male,Albuquerque,Savings,9431.3,6528.52,7746.04,1345.98
24,Female,Washington,Current,520.39,-518.68,9477.46,3574.54
56,Other,Memphis,Savings,8677.29,8615.89,2260.39,2970.73
44,Female,Los Angeles,Current,5563.82,10325.31,4579.98,4788.16
41,Female,Omaha,Current,5590.82,948.1,9735.27,4617.51
67,Male,Kansas City,Savings,3271.27,-602.69,3932.67,2806.28
32,Male,Austin,Savings,6471.84,8845.09,9432.45,1258.41
23,Female,San Francisco,Current,6499.49,4904.56,6581.41,1945.51
36,Male,San Diego,Savings,1974.01,1185.18,5326.62,3691.06
25,Female,Washington,Current,6802.36,7216.15,3987.89,2108.03
69,Male,Houston,Savings,2740.39,448.44,5581.97,4111.31
64,Male,Austin,Savings,6918.99,10882.3,6884.15,1193.68
53,Female,San Diego,Savings,6158.24,9790.59,7395.69,3856.0
67,Other,Dallas,Current,7187.92,10970.03,1686.76,3924.56
30,Male,Detroit,Current,295.03,897.09,6763.0,921.27
50,Female,Los Angeles,Current,1341.12,-2974.0,9031.81,441.66
49,Other,Indianapolis,Savings,8417.99,4396.17,4842.04,3006.95
45,Male,Milwaukee,Current,3869.16,3389.66,3254.51,3873.17
57,Male,Philadelphia,Savings,8383.51,10172.61,7293.49,4688.47
68,Female,Nashville,Savings,720.48,2602.85,2023.99,3412.46
66,Male,Detroit,Savings,7716.78,11394.99,9394.81,3415.77
27,Female,Denver,Savings,929.29,5233.1,5617.3,2168.17
50,Female,Louisville,Current,4736.43,2851.56,6954.96,1584.33
18,Male,San Diego,Current,9381.98,10044.87,4172.4,2112.11
38,Other,Columbus,Current,869.01,447.03,4870.97,3483.71
22,Male,Las Vegas,Savings,3571.56,373.74,6192.75,4918.21
18,Other,Atlanta,Current,5231.65,7726.56,9884.77,3427.38
38,Male,Detroit,Savings,9004.63,4493.41,7321.29,2897.13
42,Other,Milwaukee,Current,3392.81,-1375.3,9413.54,2058.55
37,Male,Albuquerque,Current,8089.71,3598.4,9597.89,1939.48
62,Other,Los Angeles,Current,7209.91,7597.32,8028.35,2161.05
26,Other,Boston,Current,3139.97,1711.49,1370.48,2466.41
33,Male,Los Angeles,Current,3474.05,4675.7,3432.91,2164.2
45,Male,New York,Current,1991.02,1638.39,8260.99,4372.66
57,Female,Mesa,Savings,6960.33,2368.15,1122.93,87.1
63,Other,Fort Worth,Savings,5674.71,1199.73,5369.41,2813.48
66,Male,Dallas,Savings,1634.03,-325.9,7896.33,4220.77
53,Female,Mesa,Current,6238.7,11032.66,9378.39,2179.52
56,Male,Louisville,Savings,5036.63,7857.72,4969.41,4353.56
66,Other,Kansas City,Current,1016.64,-1159.18,8463.05,2992.02
41,Male,Tucson,Savings,9541.66,6788.91,5108.75,1385.87
33,Male,Washington,Current,8364.08,6248.02,2283.22,1081.78
31,Female,Boston,Current,803.14,2269.66,5112.52,220.38
65,Male,Seattle,Savings,9319.55,8405.85,4976.52,3518.41
51,Female,Philadelphia,Current,9175.11,6866.59,5721.99,3253.99
41,Other,Seattle,Current,517.61,3176.19,9374.45,3914.5
64,Other,Indianapolis,Savings,2094.64,-2015.25,6563.66,4778.83
28,Male,Charlotte,Savings,7053.84,9426.0,1809.92,1643.1
62,Female,San Diego,Savings,9352.28,13501.04,4876.57,1211.93
53,Other,San Jose,Savings,8248.84,3475.13,5101.69,1387.4
18,Male,San Antonio,Savings,2890.79,-719.43,8434.23,2775.37
64,Male,San Francisco,Current,431.04,-176.34,5653.81,2326.99
29,Male,Albuquerque,Current,4781.59,2469.88,4890.94,447.71
38,Male,Washington,Savings,1010.42,5295.4,2209.82,1096.81
26,Male,San Jose,Current,2528.43,65.14,8018.74,2777.8
56,Female,El Paso,Savings,6436.96,10492.49,7943.63,4872.86
20,Male,Memphis,Current,5000.69,1118.98,2803.21,3819.45
33,Male,Washington,Current,3829.52,4637.15,6946.57,4914.85
21,Male,New York,Current,9306.63,7652.48,1754.59,3605.25
43,Male,Memphis,Savings,2010.37,5832.29,6201.12,4936.57
63,Male,Phoenix,Current,4926.03,4121.73,5886.27,1248.32
30,Male,Sacramento,Savings,5777.6,7897.32,2124.88,4576.76
37,Male,Jacksonville,Savings,3287.23,2591.82,6963.71,3342.99
36,Other,Denver,Savings,7082.44,8268.6,1781.91,2990.17
44,Other,Atlanta,Current,8686.06,7250.81,8317.71,3507.88
19,Male,San Antonio,Current,5460.64,2804.62,2367.54,2846.06
27,Female,Sacramento,Current,7835.24,3274.84,4839.0,1801.69
42,Male,San Jose,Savings,703.52,-1230.41,8657.93,4067.78
36,Female,Jacksonville,Savings,1622.45,5873.78,1582.53,1857.6
32,Female,Los Angeles,Savings,4674.05,8152.99,8209.57,2153.15
56,Female,Philadelphia,Savings,9218.1,5313.64,7726.06,3943.33
64,Female,San Diego,Savings,5362.76,1549.35,3625.75,4870.25
66,Female,Mesa,Savings,4379.79,5897.36,9061.04,1569.79
41,Other,Boston,Current,6041.06,4852.17,9234.2,4898.59
33,Male,Omaha,Savings,1332.21,6220.35,7584.23,4440.0
34,Other,San Antonio,Current,6571.44,10263.2,8442.61,990.49
33,Other,El Paso,Savings,1030.81,-804.42,2305.07,802.87
35,Male,Denver,Savings,5810.25,3033.88,4980.24,4092.89
66,Other,Washington,Current,7172.46,11054.06,9728.97,332.61
21,Male,San Jose,Current,4173.92,4462.2,1861.58,4922.46
