Customer ID,Age,Gender,City,Account Type,Account Balance,Account Balance After Transaction,Credit Limit,Credit Card Balance
1305,65,Other,Washington,Current,3246.22,5254.5,4821.9,262.54
1306,65,Male,Columbus,Current,3349.81,-727.18,6722.29,728.99
1307,43,Other,Columbus,Savings,5434.95,10131.83,4324.96,4715.19
1308,48,Female,Indianapolis,Current,2858.71,7573.36,7803.04,4403.77
1309,55,Other,Tucson,Savings,1218.83,475.29,6303.97,304.68
1310,55,Other,San Jose,Savings,4665.11,8099.39,6463.81,338.14
1311,21,Female,Kansas City,Current,119.05,-2739.18,2560.56,1759.6
1312,52,Female,Fort Worth,Current,7631.51,5774.06,1061.53,1999.9
1313,50,Male,Kansas City,Current,7521.9,12496.09,6632.0,2339.15
1314,20,Male,Colorado Springs,Current,5563.97,7849.64,2010.27,2742.47
1315,36,Other,Tucson,Savings,7501.43,4171.43,2201.37,653.15
1316,26,Female,Tucson,Savings,6282.83,8802.01,2473.07,4932.07
1317,63,Male,Memphis,Savings,7004.81,7528.3,4599.52,4789.2
1318,36,Male,Phoenix,Savings,740.09,1454.18,3202.51,2044.23
1319,36,Other,Philadelphia,Current,8824.53,12577.74,9581.81,2438.65
1320,43,Other,Milwaukee,Current,6474.92,10485.32,7091.64,1815.74
1321,30,Other,Indianapolis,Savings,6145.25,7970.7,2747.87,3253.4
1322,39,Female,Milwaukee,Savings,3933.69,3589.56,8234.94,3496.53
1323,65,Male,Boston,Savings,378.54,-4406.92,3522.65,2676.94
1324,25,Male,Tucson,Savings,9024.47,11514.86,8198.32,4621.51
1325,41,Male,San Jose,Current,9858.09,10537.49,5221.32,1733.44
1326,43,Other,Jacksonville,Savings,8097.09,7096.78,5319.75,1300.29
1327,65,Female,Las Vegas,Savings,9158.89,8922.54,4441.96,3278.37
1328,58,Other,Jacksonville,Savings,1297.48,4849.66,3221.81,812.9
1329,58,Other,Milwaukee,Savings,1373.88,-2149.55,7183.24,2886.17
1330,20,Female,San Jose,Current,8808.1,11824.6,5530.39,1616.43
1331,24,Female,Chicago,Savings,669.31,3405.35,1079.86,686.57
1332,69,Other,Fresno,Savings,1022.71,2936.35,3894.17,1582.32
1333,67,Female,Louisville,Savings,8186.79,3433.13,7896.26,1012.71
1334,19,Other,Denver,Savings,5614.05,1609.45,3659.06,3147.46
1335,50,Male,El Paso,Savings,3978.1,-560.93,7166.85,258.57
1336,29,Female,Albuquerque,Current,5579.14,4013.96,2826.53,4091.68
1337,65,Male,San Jose,Savings,8799.6,13691.24,7810.26,2921.21
1338,29,Female,Tucson,Savings,7595.61,6760.51,4849.47,4285.36
1339,27,Other,Fresno,Savings,6946.91,7237.71,1071.71,801.36
1340,58,Other,Tucson,Savings,9771.17,11377.17,6846.75,2361.14
1341,44,Other,Phoenix,Current,5260.94,6275.36,6186.46,3339.71
1342,35,Other,Chicago,Current,162.61,-2429.83,6130.19,729.14
1343,21,Other,San Antonio,Current,4347.43,2589.94,9567.03,69.73
1344,57,Other,Las Vegas,Savings,1056.06,1923.07,4365.03,4715.07
1345,40,Female,Washington,Current,1252.89,5475.74,9104.7,3903.75
1346,38,Female,El Paso,Savings,2623.52,78.75,1020.5,3911.04
1347,53,Male,Baltimore,Current,3875.54,3318.99,9664.28,4602.61
1348,47,Female,Seattle,Current,4867.84,4481.93,5966.34,2890.61
1349,65,Female,Albuquerque,Current,1781.22,3703.29,5586.58,3207.79
1350,38,Male,San Antonio,Current,3186.03,-1354.8,9022.15,1044.91
1351,40,Male,Tucson,Savings,2837.74,292.82,6725.5,2351.91
1352,38,Other,Phoenix,Current,3715.95,3011.66,5693.91,787.96
1353,25,Male,Louisville,Current,1169.11,-71.59,4458.92,494.25
1354,56,Male,San Diego,Savings,4033.68,3776.78,6932.66,1276.63
1355,30,Female,Charlotte,Current,5588.07,1427.19,1478.2,2297.57
1356,57,Other,Houston,Current,1059.79,5790.59,3230.41,3191.22
1357,39,Male,Fresno,Current,5255.63,4857.34,1907.6,2521.64
1358,24,Other,Phoenix,Savings,7583.54,6710.36,5550.17,4472.27
1359,41,Other,Tucson,Savings,181.57,1045.2,1867.84,1634.2
1360,22,Male,Phoenix,Current,570.53,-3449.96,8302.15,4234.06
1361,67,Male,Kansas City,Current,4718.1,520.13,3621.87,2178.6
1362,43,Male,Fresno,Savings,8740.5,10842.68,6602.03,690.14
1363,68,Male,Detroit,Savings,9978.11,5131.15,4004.07,4329.2
1364,27,Other,New York,Current,1024.6,-280.19,7294.78,2446.54
1365,28,Female,Houston,Savings,281.59,2911.94,4183.2,700.15
1366,57,Other,Colorado Springs,Current,2364.82,7346.3,4413.87,940.79
1367,55,Other,Detroit,Savings,4727.96,8865.21,5320.64,360.9
1368,28,Other,Tucson,Savings,5760.78,3319.73,3912.19,3221.11
1369,65,Male,Tucson,Current,9737.5,9185.96,2534.67,1815.75
1370,47,Male,San Diego,Current,8895.79,13418.51,4932.53,4832.09
1371,21,Female,Oklahoma City,Current,5664.78,8379.99,6972.09,2692.17
1372,19,Female,Indianapolis,Savings,3680.97,2132.32,3935.36,1227.24
1373,30,Female,Nashville,Current,3280.84,1019.26,8286.68,2944.5
1374,56,Other,Detroit,Current,5768.98,4207.45,8386.74,4883.54
1375,34,Female,El Paso,Savings,7241.39,4481.62,2877.71,115.66
1376,40,Other,Seattle,Savings,4868.49,3496.54,3429.35,849.19
1377,62,Male,Milwaukee,Current,3113.55,878.09,1020.85,4640.78
1378,27,Other,Fort Worth,Savings,6170.34,8307.38,4174.43,122.79
1379,30,Male,New York,Current,5623.63,8707.82,9215.18,4816.74
1380,59,Male,Dallas,Savings,4330.95,4250.26,8041.02,3139.12
1381,56,Female,Chicago,Savings,7508.72,4510.95,9644.16,1158.37
1382,59,Male,Detroit,Savings,2893.99,-75.65,2928.09,448.42
1383,46,Female,Dallas,Savings,4900.76,6868.28,6150.72,520.67
1384,33,Female,Indianapolis,Current,9409.36,10651.39,4282.47,4188.76
1385,20,Female,Las Vegas,Savings,7256.0,3058.14,6542.91,4107.15
1386,53,Other,Columbus,Current,3940.92,5671.39,7696.77,4169.32
1387,21,Female,Chicago,Savings,5507.16,3941.63,1854.48,4803.22
1388,53,Female,Fresno,Current,4114.27,6435.47,1790.35,1952.96
1389,33,Male,Tucson,Current,1214.23,2611.4,1979.23,4579.2
1390,58,Other,Las Vegas,Savings,3415.88,7571.39,3527.27,807.52
1391,23,Female,Dallas,Current,8618.39,11447.48,7702.68,4696.0
1392,59,Female,San Jose,Current,4665.9,891.55,6747.29,1218.26
1393,45,Female,Los Angeles,Current,5887.91,2158.45,3702.78,2040.03
1394,53,Male,San Antonio,Current,1896.32,-2046.83,8704.46,2576.78
1395,40,Male,Nashville,Current,3626.69,-720.65,7557.61,4015.91
1396,29,Male,Denver,Current,9299.13,4701.0,9755.52,1946.42
1397,59,Female,Boston,Savings,3211.03,1286.82,7170.72,1707.8
1398,48,Female,Washington,Current,2580.55,4804.7,7454.79,4913.89
1399,29,Female,Austin,Current,653.41,393.62,8410.37,372.91
1400,49,Female,Tucson,Current,1062.59,5691.86,9329.14,127.95
1401,42,Female,Albuquerque,Savings,5889.41,8829.26,3496.15,283.46
1402,68,Male,Nashville,Savings,6634.32,10198.77,6813.4,4570.96
1403,46,Female,Colorado Springs,Savings,6451.65,8637.32,4710.76,1163.92
1404,36,Other,Oklahoma City,Current,5444.31,7818.81,3065.18,218.48
1405,39,Female,San Diego,Savings,4960.62,7681.07,2729.1,3643.82
1406,41,Male,Atlanta,Savings,814.2,4793.03,1882.32,3202.16
1407,50,Female,Dallas,Savings,8422.88,11491.59,8635.84,3958.73
1408,53,Other,Boston,Current,5179.5,9237.44,1102.87,2618.6
1409,62,Female,Boston,Savings,1405.96,2497.22,9952.39,885.74
1410,57,Other,Tucson,Savings,1444.91,407.77,9682.14,1453.02
1411,63,Other,Los Angeles,Current,5178.27,4136.27,5776.92,305.98
1412,33,Male,Denver,Current,2521.31,2555.48,7685.04,3519.25
1413,19,Other,Oklahoma City,Savings,9227.45,10130.98,5124.81,3238.35
1414,25,Female,Memphis,Current,5039.59,5642.14,2975.94,3403.09
1415,30,Other,Philadelphia,Savings,9786.34,7512.11,7651.56,4888.21
1416,47,Female,San Francisco,Current,7368.17,8013.1,5035.55,301.03
1417,18,Female,Boston,Savings,8125.92,6040.82,8795.24,325.39
1418,29,Female,Kansas City,Current,3949.9,8947.42,8744.2,3691.94
1419,66,Female,Houston,Current,1426.81,3948.61,9624.7,4863.81
1420,24,Male,Baltimore,Current,6927.99,11551.98,7286.05,2713.58
1421,65,Female,Oklahoma City,Savings,4130.0,7642.52,5431.51,4063.47
1422,31,Male,Chicago,Savings,9493.93,13966.59,6048.22,3046.94
1423,59,Other,El Paso,Savings,2016.96,-1114.69,4229.37,4661.98
1424,52,Female,Seattle,Current,6302.38,2250.01,6934.78,998.1
1425,45,Other,Detroit,Current,8674.01,10194.98,1830.04,1810.53
1426,29,Male,Mesa,Savings,4088.01,2222.18,9924.81,3063.76
1427,57,Female,San Diego,Current,9541.31,4739.61,1568.47,993.1
1428,65,Female,San Francisco,Savings,858.5,2203.49,6423.64,4170.73
1429,41,Male,Milwaukee,Savings,5910.56,8023.21,3615.81,3989.62
1430,18,Other,Atlanta,Savings,7796.13,11055.41,8399.56,3594.73
1431,34,Male,Tucson,Current,2097.89,4065.98,6669.19,3100.53
1432,55,Other,Portland,Savings,672.79,558.27,6466.42,1096.01
1433,45,Other,Houston,Savings,890.99,4854.22,7737.0,4350.0
1434,50,Other,Washington,Savings,3260.37,4945.26,2062.77,2887.85
1435,41,Female,Detroit,Savings,2309.4,1163.35,3805.52,1059.52
1436,64,Male,Albuquerque,Savings,2316.51,4849.28,5552.99,3684.61
1437,62,Female,Las Vegas,Current,4639.36,4587.28,3879.72,158.37
1438,23,Male,Sacramento,Current,940.84,5261.67,1991.41,1090.13
1439,38,Other,Atlanta,Savings,9955.46,8641.32,3786.08,1134.21
1440,62,Female,Albuquerque,Savings,6988.5,11603.01,5125.61,1458.32
1441,21,Female,San Antonio,Savings,399.9,3791.91,2330.13,171.87
1442,50,Female,Tucson,Savings,6949.85,9697.61,6956.48,4212.88
1443,27,Other,Milwaukee,Current,7939.1,11972.31,1653.72,486.76
1444,53,Male,Fort Worth,Current,1988.55,6954.9,9024.45,4145.99
1445,30,Other,Austin,Savings,8418.74,7155.21,4265.91,901.34
1446,53,Female,Las Vegas,Current,6156.47,7938.4,4230.25,4204.89
1447,65,Female,San Diego,Current,8226.47,5799.19,2888.49,145.46
1448,26,Other,Albuquerque,Savings,7195.27,9897.26,5337.32,3922.4
1449,48,Female,Kansas City,Savings,7075.82,4306.5,8489.56,2664.0
1450,21,Female,Washington,Savings,1666.59,4415.96,6280.71,1081.48
1451,37,Male,Fresno,Savings,3226.39,7369.32,8291.44,2032.45
1452,25,Male,Denver,Savings,5280.13,7309.09,9719.07,485.44
1453,44,Male,Oklahoma City,Current,1214.21,1149.46,6627.48,686.25
1454,53,Male,Columbus,Current,4837.08,457.37,2517.91,1835.43
1455,26,Male,Tucson,Current,4508.67,7823.31,3724.8,2062.13
1456,60,Male,Jacksonville,Current,2396.04,1440.53,6952.56,3880.05
1457,41,Female,Indianapolis,Savings,2077.21,1919.5,8038.12,3781.48
1458,54,Female,Houston,Current,2549.0,4134.74,6891.07,1200.57
1459,58,Male,Portland,Savings,6090.56,6721.55,6210.58,919.4
1460,57,Other,Louisville,Current,4208.03,-277.13,9342.6,841.55
1461,47,Male,Indianapolis,Savings,4198.2,2801.65,5468.9,2953.63
1462,43,Female,Tucson,Current,1899.16,-1632.11,6999.91,2902.67
1463,21,Other,Denver,Current,7894.92,11188.29,3811.06,524.65
1464,69,Other,Nashville,Current,7033.76,3461.03,4499.61,1702.01
1465,18,Other,Washington,Savings,4347.84,1692.93,3109.9,4371.92
1466,37,Female,Dallas,Savings,1507.8,-2143.31,8202.27,4711.4
1467,45,Other,Dallas,Current,7175.54,9742.38,2792.29,4859.62
1468,62,Female,Dallas,Savings,8998.56,10892.82,3091.24,3468.11
1469,41,Female,Portland,Current,1864.79,6158.41,1964.64,188.6
1470,45,Male,San Francisco,Current,6066.34,8365.38,7611.33,2425.87
1471,45,Female,San Diego,Savings,4300.66,1456.15,1683.35,1215.96
1472,22,Other,Indianapolis,Savings,967.74,-1362.64,1536.65,4439.84
1473,49,Female,Seattle,Current,7285.69,11165.43,6627.36,211.7
1474,69,Female,Tucson,Current,804.36,3507.73,4379.57,564.75
1475,47,Male,New York,Current,7052.09,4692.9,9343.68,1431.15
1476,38,Male,Fort Worth,Current,2883.41,1586.86,8894.18,3504.29
1477,59,Female,Philadelphia,Current,5700.03,1141.44,5470.88,4680.99
1478,33,Female,Phoenix,Current,1688.49,6005.71,1738.53,1940.87
1479,25,Female,Indianapolis,Current,3771.88,5935.03,5953.18,1708.22
1480,29,Male,Seattle,Savings,1130.49,4432.49,9949.11,3913.52
1481,49,Male,Seattle,Savings,4726.31,2180.83,6943.36,4491.04
1482,42,Other,New York,Savings,2211.58,1322.42,8147.27,437.97
1483,20,Other,Denver,Savings,1960.51,3846.9,4632.06,4930.57
1484,43,Other,San Diego,Savings,1160.81,5428.37,1669.94,2548.71
1485,53,Other,Chicago,Savings,7677.8,11667.02,9458.3,4971.23
1486,34,Male,Boston,Savings,6431.25,5909.82,3966.94,63.6
1487,44,Male,Phoenix,Current,1653.35,2039.2,2361.4,4454.9
1488,69,Female,Omaha,Current,4777.05,9046.1,2398.21,493.53
1489,39,Other,Denver,Savings,6642.76,11140.31,2225.03,3888.99
1490,62,Female,Seattle,Current,8792.88,7314.66,4866.26,1.45
1491,55,Female,Milwaukee,Savings,689.76,-1063.18,8740.36,681.73
1492,52,Male,Tucson,Savings,3687.31,5372.97,2325.22,804.77
1493,63,Female,Seattle,Savings,6197.94,6841.51,7798.35,3035.88
1494,24,Female,Colorado Springs,Savings,254.61,3982.21,1652.23,3469.73
1495,20,Male,Indianapolis,Current,2510.91,4367.64,2084.49,450.17
1496,23,Male,Indianapolis,Savings,7474.52,11657.29,2046.11,2029.46
1497,30,Male,Kansas City,Savings,3621.79,8015.6,5647.73,3508.87
1498,63,Male,San Antonio,Savings,936.5,5501.34,8916.81,4547.73
1499,32,Other,Columbus,Current,6303.29,10394.82,7697.34,947.73
1500,43,Other,Boston,Current,2575.52,-1371.14,8775.58,2123.74
1501,65,Other,Albuquerque,Savings,7046.38,9299.32,8777.11,1140.12
1502,50,Female,Kansas City,Current,9011.73,8867.26,2028.39,184.48
1503,32,Other,Washington,Savings,5325.8,5894.99,5960.03,2279.93
1504,56,Male,Indianapolis,Current,6031.52,8690.59,8100.28,2098.59
1505,58,Other,Memphis,Savings,5192.62,3386.09,9546.47,4107.97
1506,64,Male,Indianapolis,Savings,8192.68,12339.8,7157.24,4452.53
1507,31,Other,Fort Worth,Savings,2492.97,5313.04,8708.76,1766.92
1508,36,Other,San Francisco,Current,4075.28,4578.46,4346.06,3541.44
1509,45,Male,Atlanta,Current,8960.81,6562.94,7353.12,2889.51
1510,41,Male,Portland,Savings,7264.1,3152.5,4333.63,3850.26
1511,67,Female,Boston,Current,3268.85,7585.62,2753.18,731.59
1512,58,Female,San Jose,Current,8343.06,7504.43,1587.26,4064.95
1513,50,Female,San Diego,Savings,2464.36,1953.86,8960.74,3013.58
1514,29,Other,Phoenix,Savings,6378.38,4437.3,1580.59,3837.31
1515,27,Other,Fort Worth,Current,9568.92,9232.0,9997.31,2099.99
1516,24,Male,Chicago,Savings,5789.64,9424.17,5596.33,41.2
1517,63,Male,Sacramento,Current,8014.72,10257.91,5534.43,4589.83
1518,18,Female,Tucson,Savings,7380.76,8379.89,1661.37,3642.37
1519,32,Male,Washington,Savings,8670.64,9191.96,1671.45,3453.78
1520,18,Other,Dallas,Savings,9690.77,14328.26,7463.18,2366.36
1521,62,Male,Seattle,Savings,320.93,545.8,4985.67,219.3
1522,37,Male,Memphis,Savings,375.91,874.32,2598.41,689.08
1523,19,Male,Colorado Springs,Savings,5984.78,4805.94,2822.67,2192.79
1524,20,Male,Portland,Savings,9547.03,9064.62,3085.52,3966.87
1525,53,Male,Mesa,Savings,4908.26,8133.24,8293.51,4449.01
1526,33,Female,San Francisco,Current,8413.82,9512.73,6504.65,2289.07
1527,46,Female,Fresno,Current,7702.29,10107.14,1650.33,4974.91
1528,61,Other,Chicago,Current,5032.7,9335.31,7215.74,4898.98
1529,53,Female,Phoenix,Current,5180.41,1054.8,5678.28,1818.33
1530,61,Male,Columbus,Current,4416.73,5156.49,6217.95,324.09
1531,56,Female,Chicago,Current,2596.77,2144.0,3719.77,2464.43
1532,69,Other,El Paso,Current,8601.25,11925.86,1160.7,4897.42
1533,20,Female,Colorado Springs,Current,2174.74,3234.16,5578.6,1829.15
1534,54,Other,Baltimore,Current,9078.51,5169.06,6356.16,1757.23
1535,61,Other,El Paso,Savings,3661.3,1483.2,6807.3,1520.03
1536,29,Other,Portland,Current,362.32,-418.73,4979.32,4750.24
1537,37,Male,Jacksonville,Current,1766.94,-3104.4,6046.43,941.45
1538,40,Other,Boston,Savings,8889.47,8601.96,5895.77,2176.43
1539,39,Female,San Jose,Current,1371.6,741.37,4326.35,1022.3
1540,49,Female,Indianapolis,Savings,7413.86,11475.92,8271.22,558.69
1541,24,Female,Fresno,Savings,1909.86,-359.04,4898.8,2182.46
1542,39,Other,Atlanta,Current,5039.44,348.56,3135.62,4029.63
1543,61,Other,Washington,Current,2131.55,2705.36,1080.51,38.75
1544,19,Male,San Francisco,Savings,3398.34,4191.69,3585.08,2425.22
1545,31,Other,El Paso,Current,1335.74,1354.84,1931.02,2529.61
1546,33,Female,Mesa,Current,5604.42,4511.01,5510.54,379.97
1547,41,Male,Dallas,Current,3721.67,431.94,4433.08,4891.67
1548,24,Female,Los Angeles,Current,3718.29,7337.71,3259.39,989.13
1549,21,Male,Albuquerque,Savings,481.88,-1673.52,2163.29,4533.11
1550,69,Other,Washington,Savings,1447.67,2741.89,8250.99,1146.52
1551,54,Male,San Jose,Current,7104.55,3520.06,9863.35,2623.13
1552,63,Other,San Diego,Current,2993.97,3865.29,8753.42,4001.12
1553,58,Other,New York,Current,4476.48,638.72,8081.03,4748.95
1554,22,Female,San Francisco,Savings,7654.37,3719.29,5780.81,2007.43
1555,19,Other,Fort Worth,Current,4503.1,2292.14,8520.0,350.49
1556,22,Other,Houston,Current,2333.53,3309.63,5807.16,114.94
1557,20,Other,San Jose,Savings,5543.26,2390.19,3898.2,4369.02
1558,59,Female,Milwaukee,Savings,8031.94,12300.68,3035.52,2393.56
1559,25,Other,San Antonio,Current,6036.45,3384.21,2943.19,749.74
1560,43,Female,El Paso,Savings,4259.79,6570.52,5105.32,2320.7
1561,27,Male,Las Vegas,Current,1343.68,-3552.65,6745.23,1112.2
1562,51,Female,Phoenix,Savings,2562.26,-129.49,2368.34,3497.3
1563,63,Female,Phoenix,Savings,9466.58,9647.32,1109.47,2037.0
1564,53,Other,San Francisco,Savings,7740.9,10256.13,1205.11,3640.69
1565,29,Female,Baltimore,Savings,966.96,3198.86,3774.35,3825.02
1566,37,Male,Dallas,Savings,154.59,1622.19,7486.32,1871.08
1567,46,Female,Philadelphia,Savings,1836.65,243.06,1034.16,3316.01
1568,31,Other,Boston,Current,9444.52,4789.7,5206.02,3868.75
1569,65,Male,Denver,Current,5842.39,5165.74,3676.52,255.21
1570,22,Other,Indianapolis,Savings,8402.73,12225.28,9225.5,965.61
1571,65,Other,Nashville,Savings,4705.73,9218.8,9628.58,4911.46
1572,44,Female,Los Angeles,Current,8283.7,9588.53,4588.6,36.03
1573,21,Other,Jacksonville,Current,435.77,779.17,9795.53,1564.66
1574,46,Male,Indianapolis,Savings,4325.51,2782.85,9739.49,3910.94
1575,20,Male,Atlanta,Savings,3838.19,1668.11,6184.77,1581.54
1576,50,Male,Charlotte,Current,9817.31,14574.92,4468.91,4097.12
1577,47,Male,San Jose,Savings,3074.71,5231.11,1950.3,661.55
1578,53,Female,San Jose,Current,4227.48,3758.12,5982.28,4383.95
1579,26,Male,Albuquerque,Savings,7612.13,6869.16,8513.86,2363.54
1580,18,Female,San Diego,Savings,8819.06,10589.2,4562.82,184.46
1581,65,Other,Seattle,Savings,8796.04,9725.14,5547.78,3116.53
1582,40,Other,Mesa,Savings,4005.66,4317.89,4585.07,1386.29
1583,20,Female,Detroit,Current,9490.69,8606.14,7332.54,3502.11
1584,49,Other,Jacksonville,Current,6569.74,7106.14,5957.63,4513.67
1585,41,Other,Milwaukee,Current,8526.24,7504.78,5625.89,418.24
1586,23,Male,Tucson,Current,9270.14,4287.83,2959.5,1221.34
1587,30,Other,Memphis,Current,2412.64,4645.23,6337.76,1955.57
1588,66,Other,Phoenix,Current,5042.07,8338.48,5452.33,4799.52
1589,32,Female,San Jose,Savings,5919.19,6753.95,7319.45,2027.72
1590,47,Male,New York,Savings,8044.13,12292.1,6690.68,566.4
1591,29,Other,El Paso,Current,4071.54,2729.68,3644.65,1488.21
1592,57,Other,Omaha,Savings,2183.45,7096.08,6668.94,96.59
1593,65,Female,Chicago,Current,7458.02,3272.85,7876.05,955.93
1594,52,Other,Chicago,Current,5964.11,1209.26,6859.76,3048.6
1595,45,Male,San Antonio,Savings,8993.16,5648.33,5497.24,843.9
1596,21,Male,Mesa,Current,6584.8,3290.92,6948.76,4585.82
1597,24,Male,Sacramento,Savings,266.59,-3940.48,5258.61,3566.45
1598,64,Female,Charlotte,Current,9669.85,6090.19,4053.66,3441.12
1599,60,Male,Omaha,Current,5971.8,9006.68,6594.95,2236.14
1600,33,Male,Chicago,Current,5999.18,7796.94,1171.23,3901.68
1601,39,Male,Memphis,Savings,9101.69,10223.8,1835.76,937.23
1602,63,Male,Baltimore,Savings,6671.71,2758.31,2648.41,2217.03
1603,62,Male,Colorado Springs,Savings,4845.28,6781.67,9811.23,4969.11
1604,58,Male,Seattle,Savings,1162.12,846.71,3579.05,1433.78
1605,42,Female,Austin,Current,9625.77,7222.46,5501.21,2025.69
1606,67,Male,Kansas City,Savings,877.03,4168.01,6128.21,1101.68
1607,20,Other,Omaha,Savings,1785.97,1910.93,1116.25,379.17
1608,69,Female,New York,Savings,8213.41,11741.96,1689.9,2017.52
1609,39,Other,Memphis,Savings,4955.01,6086.18,2403.54,726.32
1610,48,Other,Jacksonville,Current,1864.86,2984.42,2960.83,2558.2
1611,54,Male,Louisville,Savings,2933.0,114.22,1654.36,3763.47
1612,39,Other,Milwaukee,Current,9940.74,8247.64,6854.38,4240.67
1613,44,Other,Denver,Savings,5881.8,3623.39,2076.38,840.09
1614,19,Other,Chicago,Savings,4075.97,1505.89,9055.25,4508.18
1615,39,Male,Mesa,Savings,8774.55,13380.46,5528.62,1797.4
1616,34,Male,Charlotte,Savings,4849.0,5881.45,2682.68,2239.43
1617,65,Male,Tucson,Savings,3148.56,821.67,3082.47,2912.4
1618,37,Female,Detroit,Savings,1725.8,-2206.28,6820.91,745.13
1619,41,Male,Indianapolis,Savings,7470.25,8504.03,2016.03,4208.14
1620,62,Male,Mesa,Savings,6002.61,6423.69,1403.05,3946.64
1621,48,Other,Tucson,Savings,1014.3,915.66,8195.49,2364.59
1622,69,Male,Oklahoma City,Current,5957.24,6484.87,5428.53,1587.95
1623,60,Other,San Jose,Savings,1678.56,3058.77,8649.48,2484.76
1624,25,Male,Tucson,Savings,9819.03,11871.22,9553.97,3271.69
1625,22,Male,Phoenix,Savings,2671.12,-301.81,5088.43,3501.67
1626,19,Male,Atlanta,Current,6990.56,7999.01,3730.97,2188.47
1627,21,Male,Columbus,Current,6594.85,7950.63,4332.2,132.76
1628,52,Male,Portland,Savings,6944.38,10442.79,9039.05,3565.13
1629,51,Male,El Paso,Savings,4356.95,8902.9,9986.2,1599.05
1630,20,Male,Columbus,Current,835.88,149.66,4431.48,4394.16
1631,65,Other,Omaha,Current,9802.07,7434.22,9680.91,2108.29
1632,37,Female,Houston,Savings,1996.11,3480.25,5548.6,3978.65
1633,26,Female,Colorado Springs,Current,7720.23,10364.8,1329.84,1836.02
1634,23,Male,Denver,Savings,1461.98,857.52,2823.16,1854.21
1635,64,Female,Houston,Current,2883.85,1521.37,4485.21,3812.82
1636,22,Other,Baltimore,Savings,5642.88,9190.1,4187.14,2697.61
1637,58,Other,Denver,Savings,4193.35,8291.71,8317.87,1281.72
1638,55,Other,Milwaukee,Savings,9586.84,12698.85,8086.81,4197.47
1639,52,Female,Milwaukee,Savings,8492.08,3769.23,2136.4,3149.65
1640,48,Female,Dallas,Savings,9225.72,5957.75,1511.96,3172.25
1641,30,Female,San Jose,Current,6442.9,2707.4,7388.64,3918.93
1642,43,Male,Columbus,Savings,2267.27,473.71,4830.52,3152.47
1643,39,Other,Jacksonville,Current,5233.14,4375.5,2545.15,1290.63
1644,49,Other,Milwaukee,Current,7678.78,4385.97,1777.58,51.64
1645,32,Male,Atlanta,Current,740.71,5336.95,2927.08,3943.33
1646,28,Female,El Paso,Current,8644.86,3735.17,9624.49,4786.85
1647,33,Other,Portland,Savings,6350.37,8606.1,1783.44,3597.05
1648,64,Female,Philadelphia,Current,7263.36,4560.22,5956.82,4130.71
1649,23,Male,Detroit,Current,6973.52,8536.48,1235.68,4318.9
1650,63,Female,Los Angeles,Current,8492.85,5127.0,9130.46,1264.63
1651,28,Male,San Jose,Savings,966.46,4794.91,5607.76,1784.36
1652,69,Female,Denver,Savings,3832.74,4048.31,9436.71,3669.93
1653,27,Male,New York,Current,5075.9,9310.58,3922.0,2197.26
1654,33,Other,Omaha,Current,5511.31,2937.46,4646.98,3184.32
1655,29,Male,Albuquerque,Savings,9431.3,6528.52,7746.04,1345.98
1656,24,Female,Washington,Current,520.39,-518.68,9477.46,3574.54
1657,56,Other,Memphis,Savings,8677.29,8615.89,2260.39,2970.73
1658,44,Female,Los Angeles,Current,5563.82,10325.31,4579.98,4788.16
1659,41,Female,Omaha,Current,5590.82,948.1,9735.27,4617.51
1660,67,Male,Kansas City,Savings,3271.27,-602.69,3932.67,2806.28
1661,32,Male,Austin,Savings,6471.84,8845.09,9432.45,1258.41
1662,23,Female,San Francisco,Current,6499.49,4904.56,6581.41,1945.51
1663,36,Male,San Diego,Savings,1974.01,1185.18,5326.62,3691.06
1664,25,Female,Washington,Current,6802.36,7216.15,3987.89,2108.03
1665,69,Male,Houston,Savings,2740.39,448.44,5581.97,4111.31
1666,64,Male,Austin,Savings,6918.99,10882.3,6884.15,1193.68
1667,53,Female,San Diego,Savings,6158.24,9790.59,7395.69,3856.0
1668,67,Other,Dallas,Current,7187.92,10970.03,1686.76,3924.56
1669,30,Male,Detroit,Current,295.03,897.09,6763.0,921.27
1670,50,Female,Los Angeles,Current,1341.12,-2974.0,9031.81,441.66
1671,49,Other,Indianapolis,Savings,8417.99,4396.17,4842.04,3006.95
1672,45,Male,Milwaukee,Current,3869.16,3389.66,3254.51,3873.17
1673,57,Male,Philadelphia,Savings,8383.51,10172.61,7293.49,4688.47
1674,68,Female,Nashville,Savings,720.48,2602.85,2023.99,3412.46
1675,66,Male,Detroit,Savings,7716.78,11394.99,9394.81,3415.77
1676,27,Female,Denver,Savings,929.29,5233.1,5617.3,2168.17
1677,50,Female,Louisville,Current,4736.43,2851.56,6954.96,1584.33
1678,18,Male,San Diego,Current,9381.98,10044.87,4172.4,2112.11
1679,38,Other,Columbus,Current,869.01,447.03,4870.97,3483.71
1680,22,Male,Las Vegas,Savings,3571.56,373.74,6192.75,4918.21
1681,18,Other,Atlanta,Current,5231.65,7726.56,9884.77,3427.38
1682,38,Male,Detroit,Savings,9004.63,4493.41,7321.29,2897.13
1683,42,Other,Milwaukee,Current,3392.81,-1375.3,9413.54,2058.55
1684,37,Male,Albuquerque,Current,8089.71,3598.4,9597.89,1939.48
